id,city_code,crash_time,atmospheric_conditions_name,atmospheric_conditions_1_name,atmospheric_conditions_2_name,number_of_fatalities
1359,4170,10/13/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1360,4170,07/17/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1361,4170,12/06/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1362,4170,01/05/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1363,4170,11/14/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1364,4170,12/15/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1365,4170,08/19/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1366,4170,11/16/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
1367,4170,01/23/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1368,4170,11/18/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1369,4170,01/04/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1370,4170,01/23/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1371,4170,12/08/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1372,4170,12/14/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1373,4170,05/19/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1374,4170,05/14/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1375,4170,10/13/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1376,4170,11/27/2015 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
1377,4170,05/30/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1378,4170,06/19/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1379,4170,02/03/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1380,4170,09/18/2015 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
1381,4170,02/09/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1382,4170,10/05/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1383,4170,08/29/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1384,4170,05/27/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1385,4170,08/20/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1386,4170,05/17/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1387,4170,11/23/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1388,4170,11/12/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1389,4170,04/01/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1390,4170,05/26/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1391,4170,05/25/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1392,4170,11/05/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1393,4170,02/19/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1394,4170,10/23/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1395,4170,05/11/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1396,4170,10/14/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1397,4170,11/03/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1398,4170,11/06/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1399,4170,01/16/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1400,4170,12/07/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1401,4170,01/29/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1402,4170,02/20/2015 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1403,4170,05/11/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1404,4170,12/18/2015 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
1405,4170,10/23/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1406,4170,06/23/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1407,4170,10/20/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1408,4170,04/18/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1409,4170,06/11/2015 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
1410,4170,11/07/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1411,4170,02/04/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1412,4170,11/08/2015 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1413,4170,12/12/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1414,4170,10/04/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1415,4170,10/05/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1416,4170,09/14/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1417,4170,11/25/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1418,4170,09/11/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1419,4170,07/29/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1420,4170,07/28/2015 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
1421,4170,06/22/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1422,4170,08/05/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1423,4170,09/14/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1424,4170,10/14/2015 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
1425,4170,04/05/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1426,4170,01/17/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1427,4170,04/16/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1428,4170,08/20/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1429,4170,10/31/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,3
1430,4170,06/29/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1431,4170,05/26/2015 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
1432,4170,08/08/2015 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1433,4170,08/05/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1434,4170,04/19/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1435,4170,04/18/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1436,4170,06/28/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1437,4170,05/01/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1438,4170,01/01/2015 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
1439,4170,04/02/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1440,4170,08/29/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1441,4170,06/24/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
1442,4170,08/01/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1443,4170,10/06/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1444,4170,09/24/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1445,4170,05/26/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1446,4170,09/27/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1447,4170,01/05/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1448,4170,11/09/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1449,4170,04/26/2015 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1450,4170,01/09/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1451,4170,05/10/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1452,4170,04/30/2015 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1453,4170,07/01/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,3
1454,4170,10/12/2015 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
1455,4170,12/07/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1456,4170,03/09/2015 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1457,4170,11/27/2015 2:00,Clear,Clear,No Additional Atmospheric Conditions,2
1458,4170,09/12/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1459,4170,03/20/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,2
1460,4170,05/15/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1461,4170,05/12/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1462,4170,10/17/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1463,4170,11/09/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
1464,4170,10/21/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1465,4170,02/11/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1466,4170,07/19/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1467,4170,06/27/2015 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
1468,4170,07/22/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1469,4170,01/14/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1470,4170,06/03/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1471,4170,05/04/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1472,4170,12/16/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1473,4170,08/10/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1474,4170,12/18/2015 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
1475,4170,08/02/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1476,4170,08/25/2015 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
1477,4170,04/18/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
1478,4170,06/14/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1479,4170,07/01/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1480,4170,01/31/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1481,4170,12/03/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1482,4170,11/08/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1483,4170,05/03/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1484,4170,03/01/2015 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
1485,4170,08/03/2015 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
1486,4170,09/23/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1487,4170,04/05/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,2
1488,4170,04/26/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1489,4170,11/09/2015 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1490,4170,12/06/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1491,4170,04/12/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1492,4170,04/28/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,2
1493,4170,05/25/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1494,4170,09/12/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1495,4170,07/06/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1496,4170,05/04/2015 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
1497,4170,02/27/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1498,4170,03/02/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1499,4170,06/04/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1500,4170,05/24/2015 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1501,4170,11/09/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1502,4170,08/16/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1503,4170,07/12/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1504,4170,07/06/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1505,4170,08/20/2015 23:00,Rain,Rain,No Additional Atmospheric Conditions,1
1506,4170,01/03/2015 19:00,Rain,Rain,No Additional Atmospheric Conditions,1
1507,4170,07/09/2015 20:00,Rain,Rain,No Additional Atmospheric Conditions,1
1508,4170,12/01/2015 23:00,Rain,Rain,Cloudy,1
1509,4170,04/21/2015 5:00,Rain,Rain,No Additional Atmospheric Conditions,1
1510,4170,03/25/2015 15:00,Rain,Rain,No Additional Atmospheric Conditions,1
1511,4170,12/02/2015 5:00,Rain,Rain,No Additional Atmospheric Conditions,1
1512,4170,06/15/2015 14:00,Rain,Rain,No Additional Atmospheric Conditions,1
1513,4170,06/01/2015 19:00,Rain,Rain,No Additional Atmospheric Conditions,1
1514,4170,12/01/2015 18:00,Rain,Rain,Cloudy,1
1515,4170,06/28/2015 4:00,Rain,Rain,No Additional Atmospheric Conditions,1
1516,4170,04/20/2015 19:00,Rain,Rain,No Additional Atmospheric Conditions,1
1517,4170,10/01/2015 16:00,Rain,Rain,No Additional Atmospheric Conditions,1
1518,4170,12/02/2015 6:00,Rain,Rain,No Additional Atmospheric Conditions,1
1519,4170,03/20/2015 18:00,Snow,Snow,No Additional Atmospheric Conditions,2
1520,4170,02/17/2015 3:00,Snow,Snow,No Additional Atmospheric Conditions,1
1521,4170,05/10/2015 1:00,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
1522,4170,12/23/2015 5:00,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
1523,4170,10/25/2015 5:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1524,4170,11/01/2015 10:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1525,4170,11/05/2015 8:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1526,4170,05/09/2015 14:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1527,4170,11/01/2015 16:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1528,4170,11/01/2015 7:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1529,4170,05/21/2015 11:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1530,4170,08/09/2015 20:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1531,4170,05/06/2015 15:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1532,4170,07/02/2015 22:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1533,4170,12/25/2015 3:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1534,4170,02/22/2015 20:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1535,4170,05/22/2015 20:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1536,4170,12/24/2015 16:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1537,4170,05/27/2015 23:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1538,4170,11/26/2015 19:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1539,4170,07/13/2015 7:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1540,4170,06/02/2015 3:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1541,4170,06/04/2015 17:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1542,4170,03/24/2015 10:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1543,4170,04/09/2015 13:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1544,4170,07/26/2015 22:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1545,4170,10/14/2015 3:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1546,4170,10/13/2015 13:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1547,4170,05/31/2015 3:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1548,4170,01/13/2015 3:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1549,4170,10/05/2016 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1550,4170,04/07/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1551,4170,06/16/2016 4:00,Rain,Rain,No Additional Atmospheric Conditions,1
1552,4170,07/01/2016 23:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1553,4170,12/13/2016 16:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1554,4170,07/08/2016 22:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1555,4170,11/15/2016 18:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1556,4170,05/10/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1557,4170,08/29/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
1558,4170,09/04/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1559,4170,10/15/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
1560,4170,06/10/2016 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1561,4170,12/27/2016 5:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,3
1562,4170,05/22/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1563,4170,12/15/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1564,4170,08/31/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,3
1565,4170,02/28/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1566,4170,11/13/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1567,4170,11/19/2016 20:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1568,4170,05/09/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1569,4170,01/08/2016 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1570,4170,02/10/2016 0:00,Snow,Snow,No Additional Atmospheric Conditions,1
1571,4170,12/05/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1572,4170,01/21/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1573,4170,12/28/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1574,4170,08/24/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1575,4170,09/05/2016 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1576,4170,10/23/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
1577,4170,06/29/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1578,4170,06/07/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1579,4170,09/02/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1580,4170,08/09/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1581,4170,03/20/2016 22:00,Snow,Snow,No Additional Atmospheric Conditions,1
1582,4170,01/16/2016 9:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1583,4170,02/20/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,2
1584,4170,05/02/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1585,4170,03/06/2016 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1586,4170,03/11/2016 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
1587,4170,02/07/2016 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1588,4170,02/15/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1589,4170,04/15/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1590,4170,04/07/2016 6:00,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
1591,4170,01/16/2016 11:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1592,4170,07/12/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1593,4170,11/09/2016 19:00,Rain,Rain,Cloudy,1
1594,4170,06/16/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1595,4170,08/27/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1596,4170,09/24/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
1597,4170,12/19/2016 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1598,4170,12/01/2016 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1599,4170,09/15/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1600,4170,12/19/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1601,4170,12/19/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1602,4170,03/10/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1603,4170,07/02/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1604,4170,08/30/2016 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1605,4170,04/14/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1606,4170,11/18/2016 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1607,4170,08/13/2016 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1608,4170,04/05/2016 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
1609,4170,11/17/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1610,4170,04/20/2016 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1611,4170,05/16/2016 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
1612,4170,02/29/2016 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
1613,4170,08/23/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
1614,4170,09/06/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1615,4170,01/22/2016 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1616,4170,08/16/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1617,4170,11/08/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1618,4170,11/04/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1619,4170,01/08/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1620,4170,08/06/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1621,4170,04/06/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1622,4170,06/19/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1623,4170,06/05/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
1624,4170,08/22/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1625,4170,03/19/2016 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
1626,4170,12/27/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1627,4170,10/15/2016 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
1628,4170,02/28/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1629,4170,07/11/2016 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
1630,4170,07/16/2016 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
1631,4170,06/24/2016 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1632,4170,03/10/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1633,4170,11/01/2016 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1634,4170,10/07/2016 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
1635,4170,02/06/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1636,4170,08/18/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
1637,4170,03/11/2016 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
1638,4170,06/11/2016 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1639,4170,08/29/2016 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
1640,4170,06/06/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1641,4170,10/14/2016 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
1642,4170,11/08/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1643,4170,02/10/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1644,4170,09/13/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1645,4170,01/30/2016 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
1646,4170,07/23/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1647,4170,08/14/2016 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
1648,4170,05/28/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1649,4170,09/17/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1650,4170,02/28/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1651,4170,12/13/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
1652,4170,02/28/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
1653,4170,09/23/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1654,4170,12/09/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1655,4170,01/07/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1656,4170,10/22/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1657,4170,05/10/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
1658,4170,01/11/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1659,4170,10/24/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1660,4170,06/18/2016 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
1661,4170,07/27/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
1662,4170,08/12/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1663,4170,10/16/2016 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1664,4170,10/18/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1665,4170,01/14/2016 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1666,4170,06/12/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
1667,4170,11/21/2016 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1668,4170,12/28/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1669,4170,11/07/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1670,4170,08/23/2016 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1671,4170,08/30/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1672,4170,10/10/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
1673,4170,12/04/2016 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1674,4170,08/09/2016 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
1675,4170,01/28/2016 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
1676,4170,06/17/2016 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
1677,4170,10/04/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
1678,4170,12/16/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
1679,4170,06/25/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
1680,4170,09/29/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
1681,4170,11/13/2016 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
1682,4170,06/30/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
1683,4170,08/17/2016 4:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1684,4170,09/19/2016 6:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
1685,4170,08/01/2016 0:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,2
